comparison,medium,time,agitation,compound,genus,log2FoldChange,stat,padj
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Desulfovibrio,1.7415302679737767,0.9186575199497208,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Faecalimonas,0.14943592965767796,0.8867021459279049,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Fusicatenibacter,-0.21363891914883648,-0.8845725411698605,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Parabacteroides,-0.2797757870542119,-0.9463001731118664,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Paraprevotella,1.6405082366154486,0.8803979829177074,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Pseudobutyrivibrio,1.6922342133232935,0.9434660057850656,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Ruthenibacterium,1.0602301682892066,0.9080974564622604,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Senegalimassilia,-0.6439862654989386,-0.8967437632377078,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Streptococcus,-0.4717432558142856,-0.8784809758302382,0.737031234802121
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Bifidobacterium,-0.7473732092883624,-0.7584466565051439,0.8133906776628088
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Intestinimonas,0.5160592015554585,0.778055952732929,0.8133906776628088
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Paeniclostridium,-1.9049379585017805,-0.7441167136482844,0.8133906776628088
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Phocaeicola,-0.17577241446020325,-0.7827443327787679,0.8133906776628088
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Spiroplasma,-1.9019325015673831,-0.7386825616201292,0.8133906776628088
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Anaeromassilibacillus,-0.336268069977872,-0.7043431784606596,0.8273133341364315
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Flavonifractor,-0.21610910860803356,-0.6987814547519234,0.8273133341364315
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Lactobacillus,1.7316461841635202,0.660104486229515,0.8468274560205662
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Terrisporobacter,-0.8261456545953874,-0.6538184766197715,0.8468274560205662
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Gemmiger,0.10145490435654912,0.6353283735604291,0.8523969333401198
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Alistipes,-0.31366910276945786,-0.5524906745933188,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Anaerobutyricum,-0.13881231369633437,-0.4781759531383578,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Anaerostipes,0.08063980090340787,0.5066440235832335,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Bacteroides,0.13940968941289764,0.5182752451846566,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Barnesiella,0.6723005576604025,0.5420431720244382,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Negativibacillus,-0.11152233427177136,-0.4867172197105066,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Parasutterella,-0.2327091524607742,-0.4987053095211221,0.9208819507321454
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Enterococcus,0.26150744445968377,0.4359923165984287,0.9295189608912972
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Escherichia,-0.22123238307702597,-0.43040038267764047,0.9295189608912972
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Megasphaera,0.33804106828770997,0.41790881165669946,0.9295189608912972
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Ruminococcus,-0.13602741863213247,-0.4503861791331814,0.9295189608912972
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Colidextribacter,0.16298817740096058,0.40100238211659367,0.9336084745035034
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Monoglobus,0.4780543718800272,0.3773550037900043,0.944392842019668
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Allisonella,0.4982489727700093,0.260097509596767,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Anaerotignum,-0.07324061049499478,-0.3278854935656418,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Eggerthella,0.2100982445140268,0.16394592967406277,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Emergencia,0.4046512109074302,0.15209833802937833,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Eubacterium,-0.07794329406008396,-0.2931656574040507,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Fournierella,-0.3015987783914679,-0.15255144856523667,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Hespellia,0.17150056425529234,0.2709934678937405,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Mediterraneibacter,0.0304164557038459,0.23537467313778104,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Megamonas,-0.06376800879824657,-0.22716085674207476,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Muribaculum,0.3936147768592958,0.2916950170276811,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Oscillibacter,-0.02283739642676934,-0.15779112604486814,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Phocea,-0.07903891992441482,-0.18903232120122504,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Prevotella,-0.07371580634683973,-0.27933131661331323,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Robinsoniella,-0.2938378640816222,-0.223119736268546,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Slackia,0.2153349896447838,0.1504040714061648,0.979372326966731
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Adlercreutzia,-0.00162889108941188,-8.176153552383172e-4,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Anaerotruncus,-0.03734906890914794,-0.07500873518801847,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Duodenibacillus,-0.04490971549882889,-0.08399598393948408,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Flintibacter,-0.00986006509794111,-0.05194213698232054,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Laceyella,-0.00917517784168325,-0.00471190845592174,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Lachnospira,-0.01096046447199928,-0.02410152755973795,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Massiliprevotella,-0.1951261401583897,-0.05149978086572594,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Massilistercora,0.10298322547934004,0.08206293244008483,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Mordavella,0.02334002725671935,0.01813258052100742,0.9993476374040636
mBHI_t24_Static_CGA,mBHI,24,Static,CGA,Odoribacter,0.01744712349116896,0.01244271390825005,0.9993476374040636
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Eubacterium,2.181646870005008,6.109546608198504,7.39367852740983e-8
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Negativibacillus,-1.8618505049036556,-4.033812131150394,0.0020305303958403002
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Acidaminococcus,1.6285336499937997,3.79516357170846,0.0027296037216555
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Coprococcus,0.5444314808165021,3.836473350294588,0.0027296037216555
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Intestinibacter,-1.7599285358119583,-3.2316741718763917,0.01821395999224406
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Dorea,0.46351554592063016,3.011075665651174,0.03210662337326764
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Holdemanella,-1.8278951555005347,-2.865404913831565,0.04402749752279444
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Anaerostipes,0.4941544826869179,2.7896615825988635,0.04880592358836409
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Blautia,0.4011976934268817,2.51217478374649,0.08973652669244254
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Flintibacter,-0.8428130237306544,-2.508439953566094,0.08973652669244254
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Mediterraneibacter,0.4718372216288125,2.4500710930501426,0.09608429844439562
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Duncaniella,-0.9237162037295976,-2.35446065947668,0.09828656397474764
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Massilistercora,5.243302549727049,2.3989212177823607,0.09828656397474764
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Roseburia,0.9590894057660572,2.3535570281036544,0.09828656397474764
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Bifidobacterium,-2.858640012287327,-2.3220915794455195,0.09979149132203334
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Senegalimassilia,-1.2334892777231683,-2.2702386807170805,0.10726811188299336
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Collinsella,-0.5632141855111467,-2.196093972789436,0.12225330148356434
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Ruthenibacterium,3.02734677693028,2.032797777294132,0.17296660429594043
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Anaerotignum,-1.056446606863912,-1.981239709845864,0.1852508130959493
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Bariatricus,0.6312208851747803,1.9006186037746473,0.21220235169525903
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Hungatella,0.5809891352949048,1.8060132131953,0.24989544760873073
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Eggerthella,-0.519125312930506,-1.7822347369920162,0.25130050289965455
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Faecalimonas,0.37200618033307026,1.6622200685515545,0.2974450275541924
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Fournierella,2.6965536828430574,1.6719104133072904,0.2974450275541924
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Oscillibacter,-0.4291738283053341,-1.6250289771827116,0.30830289846952785
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Aminipila,1.941892571657552,1.1655445551229957,0.6681888543067875
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Catenibacterium,-0.8277484121235268,-1.1676473250921182,0.6681888543067875
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Phocaeicola,-0.21290538550117455,-1.0325522457998555,0.7976499268704854
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Ruminococcus,0.8759286759808814,0.9974779456672738,0.8128072567898932
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Adlercreutzia,-0.5991365697064692,-0.95285549423661,0.840302788029071
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Agathobaculum,0.9367176257199206,0.9080980533122028,0.8684888709064525
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Enterocloster,0.38698763930611835,0.731348652524258,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Flavonifractor,-0.7761718665494425,-0.7502376439943771,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Hespellia,-0.9723280726490018,-0.7529275156139903,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Intestinimonas,1.3390292639735906,0.7238068496030391,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Megamonas,0.7136159936323236,0.7795007569620918,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Odoribacter,1.402099577972699,0.7207856110919116,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Slackia,-0.3814925301764978,-0.8372974733560672,0.9172912051146748
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Allisonella,-0.23909288186767896,-0.4508387051670869,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Anaerobutyricum,0.11953789068312162,0.3291679625095531,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Anaeromassilibacillus,1.1703778660719524,0.47964023023041696,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Bacteroides,-0.2054459025202809,-0.613730791685357,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Barnesiella,0.7155108765635769,0.42126781781188305,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Christensenella,0.6252325609754981,0.6519118476552468,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Clostridium,1.1571330375532007,0.6505564000408985,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Colidextribacter,0.5315589655613117,0.4931463385495715,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Dialister,-0.15681905760790418,-0.387412034895186,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Enterococcus,-0.451204493799044,-0.3668386998118779,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Escherichia,0.19620275948510651,0.6375300171569713,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Faecalicatena,0.06837074686736935,0.3189463277397183,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Fusicatenibacter,0.16337380145010283,0.5359966641083498,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Lachnoclostridium,0.2293693605039092,0.478004806639903,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Lacrimispora,0.14863919375009613,0.364442525614964,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Megasphaera,0.5025226691357626,0.4320070253261483,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Parabacteroides,-0.13591696980027576,-0.3498501066185773,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Parasutterella,-0.1190672362064221,-0.34400672695309026,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Phascolarctobacterium,-0.322372842518261,-0.560779717901587,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Phocea,-0.485127301079506,-0.42790628998698577,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Romboutsia,0.34448996912212304,0.3247499148243095,0.94038599594357
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Alistipes,0.28498168295527526,0.284358000498625,0.9415420834367922
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Faecalibacterium,-0.05521316083230288,-0.29839913499151044,0.9415420834367922
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Dysosmobacter,-0.05647589380588591,-0.22086433345837753,0.9680566881988006
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Ihubacter,-0.24202246297749455,-0.20542739720760475,0.9680566881988006
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Sutterella,-0.0692407370866583,-0.22330671837403068,0.9680566881988006
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Butyricicoccus,0.08465179997035081,0.08440818194502428,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Enterorhabdus,0.1392317999980213,0.12500903593185314,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Gemmiger,0.02261989855440604,0.08626947051108899,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Longibaculum,-0.28829674855019616,-0.11826234238327996,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Mogibacterium,-0.03386965472039252,-0.0739926288962378,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Prevotella,0.04751058191418807,0.14276399951975974,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Streptococcus,-0.13140950216816816,-0.132835323386744,0.9807775004927094
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Gordonibacter,0.02820310399854044,0.02873020088077236,0.9904644238614244
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Lachnospira,-0.03750882971008208,-0.03340287706465092,0.9904644238614244
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Anaerotruncus,-0.01028574117627103,-0.00945119567353538,0.9924591491556686
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Cuneatibacter,3.216279730967706,0.8190314379630572,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Desulfovibrio,-5.399054934817057,-1.368510730811582,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Duodenibacillus,-1.0999312421964351,-0.31933034954482037,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Emergencia,2.793191149358784,0.7100548358234164,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Faecalitalea,-6.088001197703645,-1.548785782495601,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Hungateiclostridium,1.0100541602460762,0.3823059096050133,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Laceyella,4.123500913158605,1.136431106551244,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Lactobacillus,2.793191149358784,0.7100548358234164,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Monoglobus,4.6243010733529815,1.4238582527103878,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Mordavella,1.383542772864287,0.5322359406412862,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Neglecta,2.6946871848954452,0.6846839392437649,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Olsenella,-0.31284296867293776,-0.08489939493107511,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Paraprevotella,-4.832521381271299,-1.2193859606378512,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Pediococcus,-4.618866971372933,-1.1629362013389604,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Pseudobutyrivibrio,4.109247860009136,1.1292354314698274,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Robinsoniella,1.6527048658248211,0.8524788671066457,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Spiroplasma,-5.18294429589647,-1.3117221193488613,NA
mBHI_t24_Static_Quercetin,mBHI,24,Static,Quercetin,Terrisporobacter,-0.6213237474100081,-0.16273605474063835,NA
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Clostridium,6.877466097719073,4.073909922016349,0.00457680647991058
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Acidaminococcus,0.7078252043685622,3.8469721768275864,0.00591953391703834
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Ihubacter,1.0288377985910262,3.7452874334260384,0.00594618279680539
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Hungateiclostridium,6.583694330948922,3.6581897956028793,0.00628657242875077
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Mogibacterium,0.7023446084942403,3.08521416150788,0.04027431523521763
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Prevotella,-0.5203557489487599,-2.984643642473049,0.04684496280552865
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Faecalibacterium,-0.4108800865575076,-2.483807920447755,0.18383720197413833
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Eubacterium,0.4605206204374898,2.4339435418029183,0.18482464023100612
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Intestinibacter,0.5021364396200663,2.32215890953172,0.2224681868041224
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Anaerostipes,-0.3275353944489243,-2.1786627889100134,0.2421930060673665
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Enterococcus,1.0253687731252588,2.189486175213323,0.2421930060673665
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Muribaculum,6.124113018538926,2.223874494367686,0.2421930060673665
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Intestinimonas,0.9603040940909064,2.10128651289836,0.2712281902930019
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Anaerobutyricum,-0.314065882680783,-1.906823903683984,0.34986225562947504
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Dorea,-0.1417995004231019,-1.9419947235156436,0.34986225562947504
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Megamonas,-0.4196677656012023,-1.9198474843204492,0.34986225562947504
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Dialister,0.31734327862471806,1.874700187139312,0.3542684784358352
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Bifidobacterium,3.9723217833986935,1.6727499921949345,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Catenibacterium,-1.2087229048009005,-1.7389475377423844,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Falcatimonas,5.531306679965536,1.7234284202462753,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Fusicatenibacter,-0.26845323375468966,-1.6536480095859858,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Parasutterella,-0.4698991775272457,-1.6520835874913968,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Ruminococcus,-0.2932146194740717,-1.6778872392935786,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Tyzzerella,6.099110357849062,1.7067955109619488,0.4063847380128208
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Hespellia,2.294761038161007,1.5719628438635267,0.4591983074269409
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Phascolarctobacterium,0.3509126019663215,1.4352365241598246,0.5346696851631048
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Sutterella,-0.2005149607897861,-1.4622348546173156,0.5346696851631048
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Terrisporobacter,0.6011362754497274,1.4356201958428267,0.5346696851631048
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Lachnoclostridium,0.2659906330145187,1.3829523893979625,0.5500422341214969
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Salmonella,5.4737111962059,1.3980804958420547,0.5500422341214969
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Mediterraneibacter,-0.12960702092912568,-1.3332579242992515,0.566484931264007
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Roseburia,0.2330390508310692,1.3312515926438424,0.566484931264007
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Hydrogenoanaerobacterium,5.1355397321926155,1.3109640839707024,0.5696096944316846
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Butyricicoccus,-0.328730094127796,-1.2610460475710876,0.6035862784561388
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Anaerotignum,-0.2599512541387284,-1.2157281862635885,0.6338502811388095
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Paeniclostridium,-0.9280022399289236,-1.191602628151439,0.6418970085402446
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Adlercreutzia,4.0916211702285885,1.0414961325688872,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Bariatricus,0.18625277328129777,1.069629962255075,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Clostridioides,4.009807224514915,1.020341498551523,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Faecalitalea,4.46940374744441,1.1391121948942082,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Holdemania,4.009807224514915,1.020341498551523,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Hungatella,-0.19685237403562603,-1.0781674129424288,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Massilistercora,1.0966025335815759,1.0218702792997405,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Oscillibacter,-0.1786544298269626,-1.0985019289899756,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Pediococcus,4.379089776666934,1.1157859838624784,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Phocaeicola,-0.2244093919886506,-1.1347066868249267,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Robinsoniella,-1.9247229015494625,-1.1158478098296687,0.647852900492819
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Aminipila,1.7026135197099908,1.002552823604597,0.6519081269412751
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Enterorhabdus,3.830800414862383,0.9740385406742266,0.6540560114494165
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Fournierella,1.7028056710661297,0.973446739143219,0.6540560114494165
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Sporobacter,3.6263630859789617,0.9211307430613488,0.6929653912559398
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Prevotellamassilia,3.5121388789514727,0.8915587434819912,0.7094292249715238
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Lactobacillus,3.3880716037665835,0.8594307316276159,0.7286828143528041
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Desulfovibrio,2.2170613482954504,0.8404572269729911,0.7345288027915543
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Longibaculum,-0.9190263891760684,-0.7989793799519579,0.7637442633937549
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Blautia,0.04533062174214136,0.7632064042158941,0.7734858016442716
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Duodenibacillus,-0.7740383755775813,-0.7716390937278091,0.7734858016442716
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Christensenella,0.20966990171849928,0.6979946135817063,0.7874241918225322
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Duncaniella,-0.14632630995856824,-0.7074904575379573,0.7874241918225322
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Escherichia,0.5978841271894552,0.7202158026136093,0.7874241918225322
mBHI_t24_Stirred_CGA,mBHI,24,Stirred,CGA,Faecalicatena,-0.08969172660326212,-0.7137608633057038,0.7874241918225322
