genus	BC_01_PL1_both	BC_01_PL2_both	BC_01_PL3_both	BC_02_PL1_both	BC_02_PL2_both	BC_02_PL3_both	BC_03_PL1_both	BC_03_PL2_both	BC_03_PL3_both	BC_04_PL1_both	BC_04_PL2_both	BC_04_PL3_both	BC_05_PL1_both	BC_05_PL2_both	BC_05_PL3_both	BC_06_PL1_both	BC_06_PL2_both	BC_06_PL3_both	BC_07_PL1_both	BC_07_PL2_both	BC_07_PL3_both	BC_08_PL1_both	BC_08_PL2_both	BC_08_PL3_both	BC_09_PL1_both	BC_09_PL2_both	BC_09_PL3_both	BC_10_PL1_both	BC_10_PL2_both	BC_10_PL3_both	BC_11_PL1_both	BC_11_PL2_both	BC_11_PL3_both	BC_12_PL1_both	BC_12_PL2_both	BC_12_PL3_both	BC_13_PL1_both	BC_13_PL2_both	BC_13_PL3_both	BC_14_PL1_both	BC_14_PL2_both	BC_14_PL3_both	BC_15_PL1_both	BC_15_PL2_both	BC_15_PL3_both	BC_16_PL1_both	BC_16_PL2_both	BC_16_PL3_both	BC_17_PL1_both	BC_17_PL2_both	BC_17_PL3_both	BC_18_PL1_both	BC_18_PL2_both	BC_18_PL3_both	BC_19_PL1_both	BC_19_PL2_both	BC_19_PL3_both	BC_20_PL1_both	BC_20_PL2_both	BC_20_PL3_both	BC_21_PL1_both	BC_21_PL2_both	BC_21_PL3_both	BC_22_PL1_both	BC_22_PL2_both	BC_22_PL3_both	BC_23_PL1_both	BC_23_PL2_both	BC_23_PL3_both	BC_24_PL1_both	BC_24_PL2_both	BC_24_PL3_both	BC_25_PL1_both	BC_25_PL2_both	BC_25_PL3_both	BC_26_PL1_both	BC_26_PL2_both	BC_26_PL3_both	BC_27_PL1_both	BC_27_PL2_both	BC_27_PL3_both	BC_28_PL1_both	BC_28_PL2_both	BC_28_PL3_both	BC_29_PL1_both	BC_29_PL2_both	BC_29_PL3_both	BC_30_PL1_both	BC_30_PL2_both	BC_30_PL3_both	BC_31_PL1_both	BC_31_PL2_both	BC_31_PL3_both	BC_32_PL1_both	BC_32_PL2_both	BC_32_PL3_both	BC_33_PL1_both	BC_33_PL2_both	BC_33_PL3_both	BC_34_PL1_both	BC_34_PL2_both	BC_34_PL3_both	BC_35_PL1_both	BC_35_PL2_both	BC_35_PL3_both	BC_36_PL1_both	BC_36_PL2_both	BC_36_PL3_both	BC_37_PL1_both	BC_37_PL2_both	BC_37_PL3_both	BC_38_PL1_both	BC_38_PL2_both	BC_38_PL3_both	BC_39_PL1_both	BC_39_PL2_both	BC_39_PL3_both	BC_40_PL1_both	BC_40_PL2_both	BC_40_PL3_both	BC_41_PL1_both	BC_41_PL2_both	BC_41_PL3_both	BC_42_PL1_both	BC_42_PL2_both	BC_42_PL3_both	BC_43_PL1_both	BC_43_PL2_both	BC_43_PL3_both	BC_44_PL1_both	BC_44_PL2_both	BC_44_PL3_both	BC_45_PL1_both	BC_45_PL2_both	BC_45_PL3_both	BC_46_PL1_both	BC_46_PL2_both	BC_46_PL3_both	BC_47_PL1_both	BC_47_PL2_both	BC_47_PL3_both	BC_48_PL1_both	BC_48_PL2_both	BC_48_PL3_both	BC_49_PL1_both	BC_49_PL2_both	BC_49_PL3_both	BC_50_PL1_both	BC_50_PL2_both	BC_50_PL3_both	BC_51_PL1_both	BC_51_PL2_both	BC_51_PL3_both	BC_52_PL1_both	BC_52_PL2_both	BC_52_PL3_both	BC_53_PL1_both	BC_53_PL2_both	BC_53_PL3_both	BC_54_PL1_both	BC_54_PL2_both	BC_54_PL3_both	BC_55_PL1_both	BC_55_PL2_both	BC_55_PL3_both	BC_56_PL1_both	BC_56_PL2_both	BC_56_PL3_both	BC_57_PL1_both	BC_57_PL2_both	BC_57_PL3_both	BC_58_PL1_both	BC_58_PL2_both	BC_58_PL3_both	BC_59_PL1_both	BC_59_PL2_both	BC_59_PL3_both	BC_60_PL1_both	BC_60_PL2_both	BC_60_PL3_both	BC_61_PL1_both	BC_61_PL2_both	BC_61_PL3_both	BC_62_PL1_both	BC_62_PL2_both	BC_62_PL3_both	BC_63_PL1_both	BC_63_PL2_both	BC_63_PL3_both	BC_64_PL1_both	BC_64_PL2_both	BC_64_PL3_both	BC_65_PL1_both	BC_65_PL2_both	BC_65_PL3_both	BC_66_PL1_both	BC_66_PL2_both	BC_66_PL3_both	BC_67_PL1_both	BC_67_PL2_both	BC_67_PL3_both	BC_68_PL1_both	BC_68_PL2_both	BC_68_PL3_both	BC_69_PL1_both	BC_69_PL2_both	BC_69_PL3_both	BC_70_PL1_both	BC_70_PL2_both	BC_70_PL3_both	BC_71_PL1_both	BC_71_PL2_both	BC_71_PL3_both	BC_72_PL1_both	BC_72_PL2_both	BC_72_PL3_both	BC_73_PL1_both	BC_73_PL2_both	BC_73_PL3_both	BC_74_PL1_both	BC_74_PL2_both	BC_74_PL3_both	BC_75_PL1_both	BC_75_PL2_both	BC_75_PL3_both	BC_76_PL1_both	BC_76_PL2_both	BC_76_PL3_both	BC_77_PL1_both	BC_77_PL2_both	BC_77_PL3_both	BC_78_PL1_both	BC_78_PL2_both	BC_78_PL3_both	BC_79_PL1_both	BC_79_PL2_both	BC_80_PL1_both	BC_80_PL2_both	BC_81_PL1_both	BC_81_PL2_both	BC_82_PL1_both	BC_82_PL2_both	BC_83_PL1_both	BC_83_PL2_both	BC_84_PL1_both	BC_84_PL2_both	BC_85_PL1_both	BC_85_PL2_both	BC_86_PL1_both	BC_86_PL2_both	BC_87_PL1_both	BC_87_PL2_both	BC_88_PL1_both	BC_88_PL2_both	BC_89_PL1_both	BC_89_PL2_both	BC_90_PL1_both	BC_90_PL2_both	BC_91_PL1_both	BC_91_PL2_both	BC_92_PL1_both	BC_92_PL2_both	BC_93_PL1_both	BC_93_PL2_both	BC_94_PL1_both	BC_94_PL2_both	BC_95_PL1_both	BC_95_PL2_both	BC_96_PL1_both	BC_96_PL2_both
Lachnoclostridium	38.29879535752616	155.06909726798585	46.89381935736303	146.3005794751902	26.994486763645988	51.37949755770803	22.437849090623747	46.11541570538384	23.76552234458359	51.86642927078775	114.09292594058547	41.46974600447382	27.34485846442198	145.4047219971239	28.489453395178288	53.348188152804596	115.67793118584619	33.967582300294225	68.3677853497369	99.23683631878372	75.32556172943339	85.73845197279805	94.86966151210069	17.150832261324116	36.91148174512111	33.95245544577259	16.063657550758172	27.257558416029838	86.26574271465658	29.59880656561116	48.594996328746106	48.570404406531075	27.550539142470765	20.65468073226405	63.00850348177125	19.9780716503037	19.03828884114197	58.29683131763021	15.176783013156392	32.154586773590864	61.00208889669657	29.421400069175007	23.183482589970566	120.9122183288779	34.50304594493983		21.05775581438208		195.07096976759445	123.23541296134661		77.08792276791617	31.09029115473508	37.85855757555381	23.89125297011779	44.12355841148486	140.27975362321143		21.039762144973334	100.27991282401284	17.20064460616037	130.5726708756061	252.28644536920484	44.77654015126433	123.44698288826075	243.16289410185632	72.07528012749844	47.843562834914465	204.95593644841833	32.35847224417185	174.67110966759705	308.15226714185735	26.328770915260677	115.66902019620852	60.90175885681809		27.37912746943163	23.944899155617406		54.30616130025424	73.64056246336673	17.862737005957978	214.96497462920817	228.75828369499368	21.04666747767557	168.42256358285593	96.30722864686484	19.552119933710888	220.20534889844043	157.68381752354182		109.75672173569687	144.02391277316667		223.68535551079134	157.2226661171016		119.6895633644153	392.95569251661243		312.2108390857119	69.7327359047613		109.69118040761349	83.98803284292276		209.18807830292013	127.52929043666626		133.56687775694502	169.55217828429795		241.36161849240358	107.38434176118172		113.54850170634404	236.45515681298343		233.64723566720164	240.2496182449249		236.8989006962211	188.9639170695506		24.894838859498908	44.70328052263004		241.16575709437257	86.91956789294126		296.8654705937574	98.967809151868		268.45108649745214	120.74040858596025		236.13212187646897	194.50623106307575		121.93511294916141	107.63342954420844	20.074984735683486	384.8503789920726	211.55675270511006		175.06169410960524	177.13547500978768		290.0091511762768	144.28391661562944		266.7480309406581	322.5730401371587		366.89110088238306	161.2861919840343		218.49780550488939	123.10841246916353		339.8663695419349	160.79941476938683		125.9764712836452	138.27572870707965	13.11299907523036	283.62291100920874	397.94455411194616		12.857006025332794	25.43242580051006		133.70894811897568	328.1277838849253		236.3501026854818	179.21820866135943	11.066515641320906	180.7861587976822	237.84743700007624		13.39959133431917	14.769776743650668		123.9711973272354	246.34034739114946		161.470948002496	125.65084220043488		71.72797376468597	348.74215257609217		250.36960100232565	121.4841884963078	12.991377854010162	150.47204873143934	222.6548979781387		20.29539435349384	21.721745359885222		243.66893790523915	94.1539942745617		129.42742978551047	244.57878657270538		67.62410272949994	246.1347021358401		85.0327322466306	193.76571751022124		184.18801081262765	166.02247119681897	34.12319500287162	162.52720773794397	123.1424103334825	33.11461937643013	169.108179366457	236.38483531331948		175.98611098837716	224.8360751408621		127.91824798573393	173.47174999745488		73.82030041182747	80.41088608775394		185.16659118123718	134.4633656486414		136.12299624013784	10.731213525449638	229.36007066822867	15.779852412047369	511.0246757368278		235.4630994432094		231.12704096874998		346.0139699006123		68.90654077927262		52.68998409145		97.70230758029733	19.382977960276527	39.15514562061605		73.797537110896		120.92444654776784	64.00939233690747	71.70637200745338	31.66022980456272	57.858968975804224	35.06594234328537	49.63617926656048	23.64937562859429	52.81798728051955	52.11299392778427	66.81528889295878	29.17876115144085	55.75618239268265
Lachnospira	297.2233304154092	567.9669696000351	318.1009739389808	362.56564389253566	168.8608589797388	364.11365566527934	218.32039792982437	444.85178651874776	124.07807235802711	301.25098048673254	693.7533472058152	348.07229069215776	217.6382404910757	936.4739188121544	310.7188826349361	205.60544322360852	624.0721959296984	205.48934855555143	340.18762579063167	400.7515866470721	526.7315508342211	212.10923253192814	431.4857494798411	216.11040862239767	171.0451352224375	238.7756263876804	153.74867438947544	319.7204742314659	539.5604055590773	224.2597205737128	222.91661798806777	394.0113662147288	224.92403733229207	136.1853266393007	370.717092106005	120.01238646556192	104.65594980548369	312.67120117171663	101.54560397813108	199.08239146029732	328.7758825205426	177.99172811878628	184.6183418576564	397.2680447572956	227.922077188572		77.14063799779761	20.26339079415612	222.78685096729265	286.27941940432316	30.27859949858443	277.9946864609441	251.94466222280008	149.21382060599078	115.64182857383432	205.58881211522137	36.14922293018435	56.3405389233868	142.28760581205813	27.16347477455552	112.67033986417958	600.5795503578903	67.41323711150916	184.2497217630273	576.5024510195713	70.96277498026934	160.3264691117209	246.0121725041108	40.81294232604027	233.21526138120788	684.9913531552364	77.27587239001463	173.25173467077505	86.69131987388442	34.639627982565926	14.794549974168255	31.381587162346054		84.49570743380512	61.23306694326849	26.022049179324043	98.15876388829224	67.89116029859743	67.77487160384115	78.70829197293678	67.85696266318998	24.06117852150264	112.43751646187854	123.10920673700696	63.44381201647773	62.277923850138166	72.22643882594922	35.26620409329326	31.699500516235958	100.51358544523336	58.05269832543604	27.10934776233901	51.13210705145781	69.54638152700353	143.95861547271403	126.15011418198289	29.98037459711412	45.10761791780576	71.13911462485844	24.61110663813087	63.72243215806555	108.51358687321787	39.18066536033201	60.289193466596544	73.95574017238249	58.46056495479459	60.1637201811834	90.03305072390205	33.204927357702815	12.90832141828288	69.62255546858758	63.79533678615066	68.06815671275781	109.05984692881697	61.13268586978181	103.63735301517931	182.52305719387135	66.00753814396211	34.070005295960634	33.185240349356015		41.63992628078619	91.61610982933782	34.01973179264914	90.21630742099168	121.05295691619594	42.113139664892174	105.87214430718525	93.61513692469062	37.12050637675125	38.839528853837145	135.55571313334363	58.21608313255386	39.22433758205889	70.23095394622459	36.18069504488358	38.39305029505476	163.66709400483794	70.40232328972998	68.10002154862292	91.31265443305064	35.20773258804692	99.00150091381136	119.80817006439815	37.44065611168738	74.23069486028666	104.41653674207028	65.17659937609702	99.81255532974626	119.84792642882736	62.16590116976114	54.91210564494297	84.14830081440655	56.241531621580165	76.98703064153077	143.27489503005407	51.94467455368324	114.91899957863814	83.46271537945503	39.70446500360013	111.02503418132596	225.6751602725949	77.05022969479184		38.86526557580154		42.879903535650506	87.79783702411333	76.26807964504127	45.70207794415455	155.90204446278085	77.27682845857483	44.44338743746992	154.83818155185602	76.7506066743976		12.999655440418644		12.074587200913951	76.06800717326607	102.4906425189308	21.697638591000032	100.99559214665167	53.58982739590638	37.6134132434903	59.01180121157207	137.83544671379815	26.000170400155987	166.38892515273722	33.95754359065468	16.324179859863616	150.86666978101266	96.56411578534336		35.98970568978609		31.673144218925863	206.37674466437088	48.88511292109632	22.00000244021409	128.19237938005602	88.13712217504587	24.00000000000001	49.7134046449758	67.92163292940366	50.99008572752753	95.9842334664754	56.786664346853776	38.60182947711382	194.352337422779	56.9270791575532	25.25013227612845	103.6575721049159	91.51063076519516	38.24112507210614	159.39066363081798	112.7950063110978	52.93900569157881	152.67417531662622	127.66969404708531	33.99999992138102	113.20033589913749	63.0019230990749	17.40343897910957	84.2488915490679	35.38627174141816	46.816881905599885	160.8132208607563	73.97625828071264	21.073960693907196	132.53310441515947	35.12315228496051	240.2861221061489	32.296506066759235	382.9342749646595	43.00000000481287	190.9024313350132	15.707898239489271	179.06706924692656	70.33985210132991	300.9121268144401	27.952477371988238	453.86606852826657	23.000119829087684	361.9374745766447	28.964240118029817	565.063487004336	20.881183554699	225.6933448280336	29.195887884212045	448.1284843456771	31.306797765933712	762.8165304339296	360.718737514818	376.5642843904057	180.045530220722	374.3804519680007	209.46872417133528	400.2199979832292	208.28879487271485	294.1464823356534	313.01466240468733	307.20229075191344	248.7252699785224	332.56219483574
Lacrimispora	128.35453159453073	258.3865783148275	138.18186908308576	236.68152641305494	70.25117295523917	138.553499497603	90.33581559025964	174.28908989191405	38.78746981107631	131.2754170400902	287.3530062096179	97.69953288260722	96.96784126067999	379.91735677520666	100.97332135792348	111.71874272854541	229.81561994232354	50.33831123194665	160.80088612434486	165.3091760838974	203.10573211422098	140.493889685121	174.31945258597275	103.58851500686275	85.74641575359297	105.18040757325485	59.23847194017984	161.0471001270251	222.4061509291542	108.34273338624739	116.19392366707905	153.7092197995896	79.01004997254746	51.38871315829418	143.6155783510206	49.40661097790503	65.14719693240808	145.62122986739837	38.40296734888005	107.00552658184674	163.15843773262918	99.70549952752529	80.18451410720043	225.96338355320842	124.5696982707151		46.119672513272846		341.02108779356513	211.81040841977625	13.58803690401496	174.6526342854977	118.7568336323966	89.60106618261187	53.13793338407887	107.3619665383844	132.77075070106525	23.455783123840057	47.295112335883815	127.29300326724812	53.25643694538456	295.506533550075	237.31545658543524	98.62218156647894	306.376399948935	422.52551601124424	98.30963383124046	93.86347663288245	386.4617578139105	134.1822601013922	398.70927985378967	782.6845841733403	68.46593271505851	123.23325031540185	60.94473926938731		34.828462845336254	15.795598425920764	25.364659671301123	85.85031285637062	142.5943725634151	75.10073951620386	204.06915721835455	494.01514378221447	40.96075250924774	158.15273066994143	231.85152932604024	62.51885698231536	224.5616714614414	332.1546832292969	30.897235048008216	141.18910560127773	277.74127600083335		222.21453477278396	371.7619496927843	139.93118505721975	132.98850879745245	339.62526376396426	19.006792668939998	273.6584890180143	92.38263262765474		117.56388063152856	67.08457997114517	30.237108502949848	263.50037353262644	168.2606177734176	17.565809996676144	148.68839994756345	255.69889789967647	40.49505187588908	259.85744510373394	202.2074945301916		150.62793789261468	416.52715782485103	20.400949364098167	234.66027982414204	289.7300653371361	23.505952115452303	285.7062219258638	217.56039630350324	16.970819431739898	22.93661180187277	66.15590699727036	20.19916822185884	183.0656825983666	218.59717706901702	40.77626952824595	256.5340149885415	201.54764337125437	56.78577406622888	233.12989570524272	252.2707773472486	22.852219187959136	249.83801351276722	439.45471409514664	26.751026182076878	117.05914722095454	170.6811566541827	44.07006943759661	330.3982996985728	381.6040587873974	37.45483324439631	147.04566931006525	141.25846280737525	18.5575361257868	279.67642204102435	183.65426724151033	39.92165407447615	267.03279536363203	261.8867292636099	20.69988613564324	292.5735176935595	298.82020049385363	25.1778639010081	191.1160910190794	191.41764457134826	27.9567728499602	318.479661545365	333.1431216317342	37.40448923710384	120.82226596740836	232.78187655481292	58.7624470385098	298.8811673586824	451.5927969318112		33.5938018309234	19.632996869421003		126.82962198032604	557.1986204141724	20.522826122941243	250.89306720745714	378.4251976033362	36.35364628627554	206.93143811024606	427.2836781952353		22.643388283871943	29.56439356183248		106.53676764725105	506.69489670955244		143.2719845661353	163.0117085129088		109.76770735551614	372.20758409634846		253.08357802175001	84.69736357066023	15.160719612786924	165.93154878372957	260.91804298772774		32.79541845415416	14.90398466079382		211.11215819948188	134.0869973684253		128.50912068417196	386.82879315803905		82.39899214697516	315.511512956302		211.0365243291045	196.4178168681769		317.5211040639173	160.7580999225198		220.09066552626425	255.08672003980314		262.16123494239145	318.0916739501797		209.32131755243446	378.43102316864696		181.2968321788738	255.99708198261914		81.582722129026	137.45335862836106		252.9695964137563	242.99130980521963		198.01717713969393	29.374174447245856	329.7680472721718		599.6066403399889		345.2521915594796		218.87126955658889		477.2803885404218		170.30137449574283	15.824583650384067	118.90636277417684		189.38591648914414		124.57288948635392		195.96794653515144		321.48908832858643	150.22816582511868	164.6937281941861	55.26325901714032	166.38204168092307	71.56195287673818	191.40282977388662	56.287062212385685	115.87975511291822	144.90447529040082	112.76047206295797	102.70496065787913	118.39277406633128
Lactiplantibacillus																																																																																																																																																																																																																															11.989796787132516																																															
Lactobacillus	69.47565310165977	146.23110742212546	64.98641580155703	71.22954944676181	25.888110000266	65.00097521900342	58.76492673001895	56.27848590740668	18.30425869140916	56.18774771084796	168.7155988922957	39.50832353092316	36.05147392199851	191.06484645113738	58.000086326206414	26.227376431459813	140.06355167742328	25.027043834893757	54.122599761764434	93.29161988501477	70.8135444668373	35.890258965533214	95.40831306852346	39.001619075146166	26.113913102441582	46.62438993146322	23.211140816582265	46.01551669238516	144.247221940749	23.000518084950272	50.07724541708824	79.10673305959904	41.76607776423192	20.997853737847823	106.87252978676563	19.46863270922813	22.07628374792428	48.26755995225162	19.999379300730457	40.84676485801457	79.52465465913883	29.000856097436245	33.12743763108743	96.50050003762985	42.00844209675817		17.005762269450926		21.640318895206423	67.38278194789399		47.3725118837148	51.0271731571065	20.064597717282183	14.001812741698608	37.14015598556748			19.00286340575616			170.55271488412396	14.547715177142496	28.25131273034049	110.76352676104206	19.99999950759205	21.120390312516594	41.83967566316867		36.09452671181575	190.11382665316813	19.004430116843643	10.001264702342343	13.086093408972456						13.869294858550845		12.001252244047915	11.88789582953214	10.98208619207419	13.007763189838574	10.000438387066165		22.209143765602445	13.91274036863634		1027.0213176733964			596.8532840826363	24.838964034427747	13.005800821480252	515.0723444277759			2613.5547929571517	23.659614366921065		886.0376701478485	11.032856888920374	10.743032250405824	1693.2585135679988	18.71209941253109	13.998398872980651	1714.2765885996719	22.11865749830811		1805.3875648522433	16.9898905113009		663.8870599305385	13.11713135749524	11.02734640810552	1709.9873948942163	20.24311665516691	21.7530723523826	2309.3394261214153	57.58172117880909	12.983575902359105	1002.9452469842713			574.0216391608817	17.628497051791758		1676.8185811881692	27.368724678386453		1080.2358192895324	26.176260143429094		967.8725525238641	28.64963880891473	20.000035755252647	677.5090584183106			1080.5554046680877	36.9143031535641	17.49638971463446	613.7532592082608	14.203053342370664	10.415351924961683	1339.4651502358342	34.885669803679704		1116.644390723901	15.949933975678858	14.00000027169929	755.6645244023983	25.008427521901996	25.019326647902375	1226.5804090253484	15.012297255903473	11.000067043995664	1732.8164338240567	36.55272005154793		783.5034035576933	10.973169615522874	12.0	999.402559119359	40.70590735693981	66.01739822489304	105.38661687830773			600.3360776181592	12.001097248921647	10.000005656897288	882.3614599856865	27.55039309927341	24.32635082389699	1096.1726690161172	19.90138729920958	12.999974649224544	77.999999954723			575.0568946483354	14.974419651747317		974.4691341470063	12.998214218147076		2857.149094940091		19.000088492067864	1340.7106861691684	42.29808171638108		932.6628476238111	26.198444713766712	21.000000099823684	230.92313913676637			2747.315561809086	30.19185519217724		2131.226404173615	20.000026715489348		2872.0445058239598	15.386016074555512		2399.775163853182	10.089508972170364		3451.311754829965	25.005423430303136		1094.3488203570391	22.127992458268334		2590.987446276658	22.99924107391414	13.98204068650931	2965.32974108441	32.9983294891836	11.907809610217958	1938.7079174539838	19.018558524243304	12.000476988210002	722.1592076226551			4721.127625815994	25.253452674146125	16.021209964260052	1608.6324395758681	14.968997651406148	1235.1588258317363	23.18198949624705	920.3102511370706	65.708710372281	1531.782937230384	24.06994326671721	1587.9916306033547	25.016766419152265	4777.139993784264	35.30859543423696	996.4903613104301	106.88243692277096	735.750883883036	91.46756026458532	1129.144157263076	89.63501278122499	875.2172291411181	46.13770435843102	1756.9659825281724	86.93489797206288	1772.1868786260152	180.51181320541286	53.17292192366333	47.03167540789399	33.91535574164029	103.82094160583799	45.78006401466112	85.64247841868907	28.014531959381536	60.754540444635495	91.57682125101425	38.88165192139865	50.006208161284015	52.67472945611041
Lactococcus																																																														16.97103396972061									13.99722827162936																																																																																																																																																																																									13.0		14.99999999998654						12.0						
Lactonifactor																																																																																																																										11.3499043131883															10.660313152333712																																																																																																																																					
Lelliottia																																																																																																																																																																							20.012934951818306																																																																																																							
Libanicoccus																																																																																																																																																																																																																																		13.104314379441549																																												
Longibaculum	362.2938517450003	1083.5861379253643	97.26648959587692	776.5380076940597	204.86212258369775	139.327965103697	135.55677912005453	146.84586414471266		455.434083694627	529.955939263743	77.44051374830298	275.4577319821903	632.1583430602165	55.13022209025216	348.3402883620892	412.4927531594761	82.47542034576425	579.1380984604695	403.10941545544216	162.56473280644207	587.077578978203	492.7517675442283	149.0998257855375	533.1056088148955	245.9171877440557	50.62302319480407	704.4473521335093	612.9240954652546	103.75953781621814	275.5605982734767	167.6678223279158	69.88049042657858	285.5004983128098	441.08335321843487	60.3166934849551	212.6601782783328	214.4231920720916	60.8921550808636	480.47597430654133	442.82511778578277	126.17502840521854	526.7225516663482	567.4416508492108	195.3586253171702	37.49502721026919	93.25363178890473	25.199758977386104	905.9192236402343	527.5949802795348	49.12457075030826	522.7151249132878	203.68454838064704	96.35636912671843	176.7800153674958	127.843821413811		90.86536250866324	123.52865767822752	33.18107386040012	368.9466028808205	347.19195708615104		343.3846641210554	420.55988111842885	50.34166835282563	717.1588864328476	215.70892037236672	80.51385308130746	327.87139745448485	287.81698882978964	27.03424685139192	237.44160469906797	16.409704945107826	12.18141331326299	56.15052002123533	11.041377327165016		115.33215405907646	20.71372574703733	18.20983646053783	224.19431894713577	131.33191307886844	108.8776090298419	264.99126484186706	75.04192098254724	40.12200807421264	471.28280689282394	210.23248172121492	78.93841923352089	33.43087243885657	136.48151089813229	41.53590524884701	16.073734393319153	131.8918261655725	78.10138865947405	19.36650073143777	48.49022925460336	97.88238479194872	90.10043449736318	121.25198565548834	15.374914260642685	32.197035818405055	45.12938724037402	10.10160422724334	57.75886935456336	161.35315888220924		15.958783605534164	53.21763813464608		38.07593814698188	140.39051516348516	20.8698302539777	41.0053526264986	126.94639239541112	18.516575878700493	27.113940374441658	231.23499990271011	25.03401069563462	28.363743020978145	261.4925468170528	13.487033730877842	22.23688880018282	42.333870203210935		29.8788245309888	92.12637200451746	18.929348273329	62.663414761863706	82.14451423745885	23.289105834538475	18.36000179065825	56.04369674301061	16.29440676420219	11.887083038650434	36.7659313369786			47.00453079239835	11.91917667109112	103.87839800442212	433.0437230463436	83.30652228417614	22.26517965681855	102.4885791569757	14.732730130030207	23.490503337098477	118.584194306771	19.784972113571037		63.130328770549866	13.169424193456766	37.26193961506806	146.29615347581867	53.57088415965849	12.67324110078224	112.54402737050164	10.382263045918904	26.177863759897896	189.58993214665125	38.658249745240994	44.67162656853604	43.46542161754803		105.8646608306669	117.79766213144	138.1964686406648					41.84976138722448	54.12973942406111	22.51219213399598	108.22059081128108	78.22464357735235	19.03413368021453	38.99310936746419	79.57586853541393					45.31921048146399	61.148913034291645		66.22693156729713	25.470544398261808		19.96426507980658	10.101145245553766		86.31796148561186	12.775033440578348								29.33414459780068			49.36022060500146	10.64226608052857					50.25821054514999			79.86695445453937			41.69064939732368			86.14652256238848			12.178102066821875			38.708452700526834			22.50959027723388	12.45066150007582	14.113045583445665	94.0858923281876	12.019974413897195		80.23371846281225		67.11395990177554		97.01284843390866		55.37509966384973		81.68931506244824		72.81865941435188		212.22946259597097		134.25360836335486		283.33821210205593		195.55973936151872		268.9167746281455		264.3276321828465	49.1199908662331	146.49845821909562	93.85851110036	284.16682864455424	95.06562966601383	247.71625168826247	86.53397752825728	191.3809984367212	326.0018304068357	229.1701354172452	228.47714912507908	201.1916033213778
Mageeibacillus																																																																																																																																																																																																											11.588090760362652																																					12.623553973823292																														
Massilimicrobiota		32.78348071990008		26.26482214666301							21.004855175420808	10.000028602104123		25.84971709393732		19.151017458979187	16.983895748010262		19.37864566986805	12.995096191460096	11.96793683748042	19.410343961799462	25.175860178352185					13.033113045955176							14.078012759446638						10.14070362973331			16.73086461852497					61.771728040624495	33.99861405025256															16.014170404646727		14.098978409466602	10.291581230188422			13.003340430212113												10.001156937942609						12.755817009461076						11.01908092385634												14.07223701198569						11.070030602816836			17.001273666071018			13.479318226185663												10.002392285547934												45.10766290259775						13.000071649714164						14.53570415498449						16.009220702575874			22.002625456705957			35.537781936596964									19.04145860607533			10.01024969199355															22.48297813932319									11.0																		15.33699169545392												13.062104327072497			14.075547096624977		13.002977976300746		22.05681341708225				12.103511597797771		11.000103754761868						12.14148627772273						13.018507233828757												12.064918675991574
Massiliprevotella	18.24573477812184	15.090638635976628		27.78947822151993						18.43157716995156				21.92023255417877					23.356595761200936			11.075589565325282	15.026112891939372		15.281923581048796			13.122704851932076	10.02256559827934					15.973223097890529	10.004478234252716					11.010988080818038												15.287666800546326															19.99951907946179			13.166062504028462		12.000000001294548		11.000000001876945						12.1611049513216			33.00000000006106	11.010054892716465		25.28045914437149			21.00000000897945			10.022027714801933			26.928584048289128				19.99748118912998		27.0			16.037104298125406			39.99999018576338			21.52259081740908			23.999999987913537			20.726232377998308				16.00000058866255											17.00341232860056			28.067071912965037										24.036695312496807		12.000000002064024			26.00082153249284			12.99999999619585			25.992260541882786			16.00000000696836			53.01185115108705	10.98868603383715											10.96653732987168			23.00364521649299			24.00355205853789	16.00000000022657						15.368540826955096					11.0			34.076931363476056			11.99999999651858						17.00000000001966			14.001806662756916																				31.6453239142192																						10.019952704462568		11.001296613887108								16.139955964750378				12.766657010594324					13.152245537198464			
